Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 23703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:00,05h 00m,INR 436,33 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 3508,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:15,06h 15m,INR 412,33 Seats available,"3.6
71",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 3516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,06:05,06h 55m,INR 412,32 Seats available,"2.3
16",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 3826,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,05:40,06h 30m,INR 436,32 Seats available,"2.9
23",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 9935,STAR LINER(NON-AC SLEEPER 2+1),23:10,05:25,06h 15m,INR 565,23 Seats available,"3.7
20",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 3568,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:15,04:35,05h 20m,INR 633,49 Seats available,"3.9
61",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 3279,VENNELA (A.C. SLEEPER),23:25,05:00,05h 35m,INR 795,21 Seats available,"4.0
144",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 3514,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06:20,06h 50m,INR 412,32 Seats available,"3.7
112",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 4037,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:35,06:10,06h 35m,INR 412,30 Seats available,"4.0
118",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,05:05,05h 20m,INR 633,40 Seats available,"3.9
102",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 3502,VENNELA (A.C. SLEEPER),23:45,05:20,05h 35m,INR 737,23 Seats available,"3.8
35",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 3887,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:55,05:20,05h 25m,INR 633,47 Seats available,"3.6
34",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
APSRTC - 35270,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:55,05:05,05h 10m,INR 670,45 Seats available,"4.1
114",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),04:35,10:30,05h 55m,500,13 Seats available,"4.7
417",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),05:50,11:45,05h 55m,450,28 Seats available,"4.7
385",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Svkdt travels,A/C Sleeper (2+1),23:35,05:50,06h 15m,INR 690,25 Seats available,"4.6
590",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),23:25,05:10,05h 45m,INR 498.75,49 Seats available,"4.5
68",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06:00,06h 55m,INR 547,34 Seats available,"4.5
620",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,05:35,05h 45m,INR 458,40 Seats available,"4.4
993",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),23:10,05:35,06h 25m,450,29 Seats available,"4.5
517",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,04:10,05h 15m,INR 740,26 Seats available,"3.5
19",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),00:20,06:30,06h 10m,450,29 Seats available,"4.5
429",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),05:00,11:05,06h 05m,332,15 Seats available,"4.5
398",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:59,06:30,06h 31m,INR 759,32 Seats available,"4.5
394",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),22:30,06:00,07h 30m,427,35 Seats available,"4.5
380",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),06:00,12:20,06h 20m,363,17 Seats available,"4.5
364",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),22:35,05:15,06h 40m,469,29 Seats available,"4.6
200",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),11:05,17:40,06h 35m,450,36 Seats available,"4.5
326",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),11:30,18:05,06h 35m,450,43 Seats available,"4.5
301",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,AC Sleeper (2+1),23:25,06:05,06h 40m,INR 646,29 Seats available,"4.4
538",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:05,06h 20m,INR 555,30 Seats available,"4.4
516",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),16:00,23:00,07h 00m,356,21 Seats available,"4.4
462",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),22:50,05:20,06h 30m,450,28 Seats available,"4.4
466",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),23:40,05:55,06h 15m,450,33 Seats available,"4.4
456",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,05:25,05h 40m,INR 459,28 Seats available,"4.4
398",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Svkdt travels,A/C Seater / Sleeper (2+1),23:35,05:30,05h 55m,INR 449,33 Seats available,"4.4
355",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Zingbus Plus,A/C Seater / Sleeper (2+1),23:35,06:10,06h 35m,473,35 Seats available,"4.4
323",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri KVR Travels,A/C Sleeper (2+1),23:35,05:15,05h 40m,INR 699,27 Seats available,"4.4
295",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),12:30,19:05,06h 35m,450,40 Seats available,"4.4
247",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:05,05:20,06h 15m,INR 420,41 Seats available,"4.4
238",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Svkdt travels,A/C Sleeper (2+1),23:35,05:50,06h 15m,INR 690,30 Seats available,"4.3
388",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),15:00,21:40,06h 40m,341,27 Seats available,"4.3
351",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),21:30,04:20,06h 50m,522,30 Seats available,"4.2
515",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Durga Malleswari Travels,A/C Sleeper (2+1),23:10,05:25,06h 15m,827,16 Seats available,"4.3
271",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),10:00,16:25,06h 25m,332,29 Seats available,"4.2
431",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),13:30,20:10,06h 40m,332,38 Seats available,"4.2
401",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater/Sleeper (2+1),23:00,06:00,07h 00m,522,24 Seats available,"4.1
609",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),12:00,18:25,06h 25m,332,42 Seats available,"4.2
334",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),23:15,06:35,07h 20m,569,28 Seats available,"4.4
106",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),22:30,05:35,07h 05m,427,32 Seats available,"4.1
519",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater/Sleeper (2+1),22:00,05:10,07h 10m,427,25 Seats available,"4.2
225",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,AC Sleeper (2+1),23:30,06:45,07h 15m,INR 699,27 Seats available,"4.3
118",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Yolo Bus,A/C Seater / Sleeper (2+1),22:46,05:24,06h 38m,INR 480,32 Seats available,"4.1
266",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),23:30,06:30,07h 00m,379,37 Seats available,"4.0
469",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Tirumala Xpress,A/C Sleeper (2+1),23:00,05:50,06h 50m,INR 799,25 Seats available,"4.0
361",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:13,04:20,05h 07m,INR 510,32 Seats available,"4.1
186",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),11:00,17:25,06h 25m,332,36 Seats available,"4.0
309",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),23:50,06:30,06h 40m,384,33 Seats available,"3.9
318",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri KVR Travels,NON A/C Sleeper (2+1),23:01,05:31,06h 30m,INR 650,32 Seats available,"4.1
109",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
LVP Travels,A/C Seater / Sleeper (2+1),22:19,04:45,06h 26m,INR 610,31 Seats available,"4.0
146",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Sanvi Tours and Travels,A/C Sleeper (2+1),23:12,04:53,05h 41m,629,26 Seats available,"4.4
136",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
LVR Travels,Non A/C Seater / Sleeper (2+1),23:37,05:45,06h 08m,INR 560,27 Seats available,"3.9
237",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),22:00,05:20,07h 20m,801,14 Seats available,"4.0
104",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),22:48,04:15,05h 27m,INR 590,24 Seats available,"4.5
56",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Durga Malleswari Travels,A/C Sleeper (2+1),23:10,04:35,05h 25m,718,16 Seats available,"3.9
109",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Anjani Bus,A/C Seater / Sleeper (2+1),22:45,04:40,05h 55m,INR 549,31 Seats available,"3.8
146",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:42,06:00,07h 18m,INR 590,39 Seats available,"4.2
69",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
V Kaveri Travels,A/C Seater / Sleeper (2+1),23:00,04:15,05h 15m,INR 700,20 Seats available,"3.8
109",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Mythri Tours And Travels,A/C Sleeper (2+1),19:10,02:28,07h 18m,INR 1199,23 Seats available,"4.7
40",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater/Sleeper (2+1),10:30,17:05,06h 35m,332,28 Seats available,"3.7
124",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,A/C Sleeper (2+1),22:25,04:45,06h 20m,INR 960,27 Seats available,"3.7
104",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:00,06h 00m,INR 510,40 Seats available,"3.6
128",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),11:30,18:10,06h 40m,332,28 Seats available,"3.8
84",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:15,06h 15m,INR 500,37 Seats available,"3.4
258",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
BSR Tours And Travels,VE A/C Sleeper (2+1),22:00,04:10,06h 10m,INR 1080,11 Seats available,"4.3
48",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),21:00,04:40,07h 40m,551,18 Seats available,"4.0
63",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Pavan Tours and Travels,A/C Sleeper (2+1),23:00,04:55,05h 55m,864,22 Seats available,"4.2
51",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Zingbus Plus,A/C Sleeper (2+1),16:10,23:45,07h 35m,656,26 Seats available,"4.7
55",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:55,05:15,06h 20m,INR 800,23 Seats available,"3.3
187",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),00:15,06:25,06h 10m,INR 485,37 Seats available,"3.4
103",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),09:30,17:10,07h 40m,379,20 Seats available,"3.8
62",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:55,05:15,06h 20m,INR 800,23 Seats available,"3.2
172",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:55,04:45,05h 50m,INR 600,26 Seats available,"3.2
137",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Morning Star Travels,A/C Sleeper (2+1),23:20,05:25,06h 05m,INR 790,27 Seats available,"3.6
68",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Nani Svkdt Travels,A/C Sleeper (2+1),23:20,04:25,05h 05m,INR 870,19 Seats available,"3.4
81",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:15,06h 45m,INR 500,23 Seats available,"3.1
145",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Morning Star Travels,A/C Sleeper (2+1),23:05,05:20,06h 15m,INR 790,31 Seats available,"3.2
93",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:05,03:00,07h 55m,INR 624,35 Seats available,"4.9
17",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Kaveri Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),22:18,04:05,05h 47m,INR 1040,29 Seats available,"3.8
47",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:22,04:30,06h 08m,INR 700,25 Seats available,"3.8
46",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
GO BUS,Non A/C Seater / Sleeper (2+1),22:47,04:50,06h 03m,570,30 Seats available,"4.0
37",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:30,06h 30m,INR 600,25 Seats available,"3.3
75",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,AC Sleeper (2+1),20:40,03:30,06h 50m,INR 1314,27 Seats available,"5.0
13",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:10,04:30,06h 20m,INR 550,23 Seats available,"4.1
31",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),19:45,03:55,08h 10m,INR 510,26 Seats available,"3.0
89",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:20,05:30,07h 10m,INR 600,31 Seats available,"3.8
35",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:15,04:25,06h 10m,INR 700,15 Seats available,"3.2
62",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Eswar Travels,A/C Seater / Sleeper (2+1),22:25,04:30,06h 05m,INR 600,27 Seats available,"3.6
38",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
V Kaveri Travels,A/C Sleeper (2+1),22:30,04:30,06h 00m,INR 1100,22 Seats available,"4.8
11",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,A/C Sleeper (2+1),23:00,04:45,05h 45m,INR 800,23 Seats available,"3.0
60",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
PRK Travels,Non A/C Seater / Sleeper (2+1),22:13,05:25,07h 12m,INR 610,29 Seats available,"3.8
26",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),18:15,02:10,07h 55m,INR 676,38 Seats available,"4.4
13",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:55,05:15,06h 20m,INR 600,37 Seats available,"2.8
154",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Sai Balaji Travels,A/C Seater / Sleeper (2+1),22:10,04:15,06h 05m,INR 599,42 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Naveen Tours and Travels,A/C Seater/Sleeper (2+1),17:30,22:40,05h 10m,INR 3999,44 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Naveen Tours and Travels,A/C Seater/Sleeper (2+1),19:10,04:15,09h 05m,INR 3999,44 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
VR Travels,Non A/C Seater / Sleeper (2+1),23:45,04:25,04h 40m,INR 4000,40 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Naveen Tours and Travels,A/C Seater/Sleeper (2+1),22:00,04:15,06h 15m,INR 3999,44 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
V Kaveri Travels,A/C Seater / Sleeper (2+1),23:00,05:10,06h 10m,INR 700,24 Seats available,"3.4
34",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),22:55,04:45,05h 50m,INR 800,24 Seats available,"2.9
93",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,AC Sleeper (2+1),16:40,00:20,07h 40m,INR 1191,32 Seats available,"4.5
11",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Atluri Travels,NON A/C Hi-Tech (2+2),22:10,04:20,06h 10m,INR 610,18 Seats available,"3.3
34",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:25,04:30,06h 05m,INR 700,25 Seats available,"3.9
18",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Keerthana Sai Travels,A/C Sleeper (2+1),14:45,23:45,09h 00m,INR 1600,27 Seats available,"4.5
9",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sitara Travels,NON A/C Push Back (2+2),22:40,04:00,05h 20m,INR 610,28 Seats available,"4.4
10",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Go Tour Travels and Holidays,A/C Sleeper (2+1),22:48,04:15,05h 27m,INR 1190,23 Seats available,"3.7
20",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,AC Sleeper (2+1),18:05,01:10,07h 05m,INR 1054,31 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sai Srinivasa Travels,A/C Sleeper (2+1),22:35,04:15,05h 40m,INR 980,16 Seats available,"4.1
12",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Royal Varma Travels,A/C Sleeper (2+1),22:37,04:45,06h 08m,INR 1080,29 Seats available,"3.5
21",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Tirumala Travels,A/C Sleeper (2+1),22:08,04:30,06h 22m,INR 769,26 Seats available,"4.1
11",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Sleeper (2+1),22:55,05:15,06h 20m,INR 700,22 Seats available,"2.9
64",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
LVP Travels,A/C Seater / Sleeper (2+1),22:00,04:20,06h 20m,INR 780,20 Seats available,"3.4
21",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:00,06h 00m,INR 1080,14 Seats available,"4.0
12",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
